EmployerId,ClientTenure,Employees,Industry,NetworkStrength,ZipCode
300593944,30,44,I16,-0.4649,04210
569986626,2,16,I27,0.3078,87507
590949847,8,92,I25,-0.8603,99833
437147,21,30,I27,0.6106,48602
584373539,2,11,,-0.6589,04112
634386,8,100,I27,-0.1704,27511
277111998,4,2,I17,-0.7379,58278
816765,7,13,I11,0.8253,44125
734422,19,9,I27,0.4454,93436
516928757,2,3,I22,0.1056,60601
573163,8,18,I21,-0.1977,74116
787357,23,20,I07,-1.0992,75901
629425579,1,31,,-0.6325,72214
395954187,3,30,I10,0.1530,98101
718319,7,666,I27,0.8094,46016
592504,7,20,I17,-0.2736,59718
492966012,2,138,I15,0.2229,38125
479288327,16,38,I07,0.9689,30024
691310,17,14,I22,0.5411,90744
869240,12,28,I12,-0.2453,02445
346300939,4,25,I25,0.4985,34242
199123814,11,8,I19,0.1965,55358
254679546,5,587,I26,0.3918,10017
450713655,3,12,I26,0.6737,59859
816010,32,887,I23,0.6643,13203
655206,24,3,I27,0.3381,46526
601071,17,13,I27,?,07078
447170,17,1,I27,0.3595,41011
609019437,1,12,I09,0.0389,85718
55799356,19,22,I14,0.2923,20006
759592,8,105,I22,0.8537,94502
591635,8,8,,-0.5653,54476
516093012,2,239,,0.4961,37830
363794326,19,41606,I25,0.3200,37027
517691,24,13,I19,-0.2278,19720
480803,26,15,I20,0.2973,98225
569012955,34,3367,I26,1.4100,39216
767765,42,67,I12,-0.3596,16505
486410,15,11,,0.5958,55372
681318,22,31,I27,-0.2097,15090
159026801,11,2,I02,0.5746,47803
213035023,5,66,I26,0.2690,44824
582654375,2,9,,0.2923,20011
826735,10,9,I20,0.4844,14850
812155,32,14,I22,0.5411,90015
620443,8,51,I12,-0.7771,56082
513611622,2,21,I16,-0.1249,78212
174562002,29,12,I22,-0.9138,54914
636673,15,70,I13,0.5411,90048
581479,24,2,I27,0.2785,19104
213520380,5,7,I20,0.4125,95110
1876630,18,6,I09,0.0558,94105
654656500,1,25,,0.1805,76244
678167,11,27,I12,0.6367,46545
513623683,28,22,I11,0.3578,99201
279902457,22,22,I27,0.6284,91950
498622071,2,10,I19,0.2819,23060
635950,8,161,I26,-0.2378,02459
261739735,4,229,I25,0.7577,94598
486264,17,8,I11,0.0031,19312
614436329,1,44,I11,0.4332,20191
476867,32,73,I27,-1.3524,04037
43262126,7,8,I22,-0.5772,58270
663915,11,304,I26,0.1108,03848
669231,21,2,I13,0.3197,32801
766465,27,50,I07,-0.4597,61107
402210191,3,5,I16,1.8960,12901
638492,22,15,I15,0.5027,96019
399067109,3,15,I13,0.1815,60532
714394762,44,3329,,0.4731,33510
171357407,5,19,,0.5276,54650
749729,7,10,I19,-0.3161,58078
756059,8,32,I20,0.5491,98271
128970168,6,72,I02,0.6201,11234
25904985,7,37,I27,0.6648,14201
364482032,4,18,I27,0.6284,92010
572732,10,43,I01,0.4950,44883
852477,39,23,I16,-0.4492,17055
631552058,1,50,,0.7286,33771
13423557,19,1,I26,0.2920,85013
638313,16,13,I16,0.8138,30064
437061081,3,13,I19,0.5768,11030
669903,16,42,I20,0.7132,49504
228271649,11,2,I24,0.3485,08840
755142,26,30,I26,0.8253,44139
784323,14,15,I12,-0.2356,79601
709420,9,32,I20,-0.1124,55442
551444162,9,7,I27,0.0978,29616
565930,14,17,I23,0.3493,19082
439797002,3,208,I21,0.8078,95242
702672,7,254,I27,-0.4147,58802
576668,9,4,I25,-0.8641,27357
503973365,2,51,I20,0.6284,91911
619197598,15,149,I21,-0.9629,56633
832464,13,12,I20,0.0031,19073
497408576,2,29,I02,0.8643,95816
548109827,32,9,I12,0.4215,29203
686127,23,2,I27,0.5768,11801
200129831,5,181,I27,-0.2531,18634
757511,26,10,,0.7075,33026
650441054,1,119,I23,0.8164,39475
168239233,27,13,I16,?,02026
517072066,13,29,I27,0.2691,22203
651590,34,480,I23,0.8472,44256
595600047,31,368,I13,0.3918,10022
488506817,2,17,I27,0.1007,63131
629352666,1,127,I23,-0.3488,73108
706500,31,30,I12,0.2465,45219
443881,13,35,I22,0.9234,63383
65847497,6,4,I13,0.4125,94041
406037465,26,36,I27,0.1183,08540
636549,17,54,I20,-0.1018,72034
437930,10,73,I26,0.5768,11020
505980267,9,69,I25,0.3918,10013
626179569,5,65,I27,-0.3416,18106
598800176,1,38,I22,-0.3821,03101
682899606,12,4,I27,0.8190,30291
740315,10,8,I20,-0.2097,15238
803709,18,12,I21,-0.5127,70533
663557772,2,531,I12,0.5516,111014020
841669,14,13,I14,0.2923,20036
502221,11,8,I19,0.9689,30005
471365,13,15,I22,0.1016,44094
449963,7,22,I20,0.5746,47803
866501,12,40686,I07,-0.0555,02114
673612,28,12,I27,-0.4251,63775
215581187,5,11,I27,0.3200,37203
584902611,2,28,I19,0.8877,80239
219902534,25,11,I23,0.7163,80906
599220,7,13,I27,2.1630,39114
663852887,1,22,,-0.2531,18612
449057,9,10,I19,0.1056,60172
616840,18,42,I12,-0.4041,39402
479122872,2,7,I26,0.3338,31064
393630723,3,48,I27,0.2229,38018
815591,12,10,I22,-0.3541,61104
224655360,20,22,I20,0.0561,53207
437881,35,1,I22,0.2465,45243
140572611,6,4,I27,0.3749,75201
514848379,28,13,I23,0.3866,55105
660745567,31,30,,-0.7434,45767
278619275,21,23775,I23,0.3413,78703
807300,20,16,I27,0.0558,94118
650929,26,180,I26,0.4125,94024
645008,21,10,I16,0.3918,10118
85338904,21,21,I23,-0.8313,57201
622782957,1,20,I14,0.3197,32810
174358940,29,75,I22,0.3003,66067
518852,23,360,I20,-0.3616,53066
456330,16,17,I13,-0.9505,21601
463742,10,31,I20,0.4149,53081
580036338,2,122,I13,0.5768,11530
57128475,6,104,I26,-0.4925,79086
382874991,3,4,I19,0.4239,93704
513404,30,8,I22,0.6201,11221
674652,22,23,I15,-0.5635,57101
355940069,4,75,I20,-0.6440,68504
537846,8,13,I13,0.8877,80011
518184,38,31,I12,-0.0319,35404
262049386,4,5,I11,0.6284,92130
93037791,19,12,I19,-0.2097,15241
212688018,5,8,I17,0.1790,06437
488397896,26,7,I23,0.8845,29171
659216,11,3,I27,0.2987,45036
484149,24,14,I27,0.1700,74477
196037906,38,53,I12,0.7062,30328
826420,19,40,I27,-0.9347,78596
612186680,2,51,,0.2465,45239
720027,23,77,I27,-0.2278,19807
211610289,5,19,I11,0.7194,33054
759756,18,116,I13,0.2401,28204
565591218,2,41,I20,-0.2378,02139
566399005,2,10,I14,0.5411,90706
503619392,2,22,I27,0.8138,30127
498961884,8,12,,0.6770,92868
238652345,8,17431,I26,0.2401,28208
789015,23,3,I20,0.6648,14221
455405293,3,15,I20,0.6648,14217
867413,17,12,I20,-0.4440,97402
835791,10,19,I27,0.2023,89512
713683,24,31,I12,0.5733,12211
376053736,3,92,I03,0.6770,92612
680488,22,2,I27,0.9820,04401
495134,13,2,I17,-0.8001,97321
514841,35,12,I27,-0.2378,02421
643926,8,3,I09,0.4125,95052
593842,8,6,I20,0.7873,93311
712419,7,74,I20,0.0966,61821
496596,15,17,I25,0.1056,60201
624354005,22,13,,0.7818,45066
53086969,6,3,I27,0.6201,11249
504219233,2,52,I09,0.4896,84101
851737,33,19,I20,0.0031,19341
558518,22,45,I27,0.1790,06460
431312851,3,7,I08,-0.5635,57104
584981625,2,91,,0.1011,77055
675470917,25,678,I20,-0.1124,55447
526365,16,115,I27,0.7941,44672
706286,14,39,I19,0.4352,43235
587973,15,10,I07,0.5401,87113
625757511,2,22,I24,0.7450,80111
482575,8,3,I11,0.6907,48025
562004,9,122,I23,0.6037,96720
565532,16,13,I22,1.0126,13495
730862,9,8,I12,0.4542,11768
650278293,1,265,I14,0.1056,60077
767342,11,31,I27,0.0482,31502
374829320,11,2,I27,0.2965,20905
166117025,5,12,,-0.1860,08558
536731,17,20,I25,0.7661,04344
307662792,25,8,I20,-0.6195,54751
804428,13,9,I27,0.0587,23462
493503,17,13,I21,0.4294,48111
741960,28,6,I23,1.3610,94591
757167,8,10,I16,0.8200,44484
34170970,7,4,I27,0.5276,54658
363717968,4,142,I24,-0.1444,73139
189398408,5,11,I11,-0.0802,01609
769348,32,49,I13,-0.6589,04122
479837668,2,444,I01,0.4271,55112
2753748,7,14,I27,-0.4147,58802
369741730,4,1437,I21,0.6201,11208
369115460,5,45,I20,0.8280,49091
580777007,2,94,I27,0.3485,08904
703621051,1,39,,-0.2453,02019
598889,25,331,I22,0.2372,46368
378150095,25,96,I26,-0.3338,79325
442409,10,5,I11,0.3855,41018
527016617,2,28,I12,0.5073,14094
103627610,6,12,I12,0.4239,93720
502331148,14,183,I22,0.3749,75247
772543,9,57,I22,0.4332,22182
477745937,3,57,I02,0.6770,92870
2221085,7,14,I27,-0.5123,58301
587405,12,34,I20,0.1056,60016
268349059,4,17,I11,0.8190,30305
867936,20,37,I20,-0.7931,53404
454189295,50,8,I15,-0.2462,53188
520664034,2,12,,0.1839,14450
147801226,20,21,I01,0.4381,08054
456818,17,14,I09,-0.2816,53719
730849,8,28,I11,0.1056,60610
513512,8,118,I23,0.5411,91204
493593865,3,68,I25,-0.7695,83702
699746,7,34,I22,-0.3149,56122
263628492,11,71,I22,0.1815,60440
602309954,1,7,I22,0.5411,90212
540126503,2,42,I20,0.4125,95134
543126,11,45,I19,-0.7607,28645
764492,7,17,I12,0.6907,48377
562435,9,15,I27,0.0978,29605
765191,34,39,,0.4628,13118
812472,26,10,I20,0.2923,20016
410699103,3,2,I12,0.1212,13501
103632717,19,48,I20,0.2691,22046
631243451,1,13,I27,-0.5875,72764
551654,10,11,I13,0.2920,85283
653091,20,67,I26,0.8537,94602
81816480,11,221,I13,0.3918,10271
557213187,2,1296,I01,0.1805,76015
300565647,4,25,I19,0.1588,21502
176403172,9,15,I13,0.7075,33301
492892,17,43,I22,0.4347,93274
507671288,2,11,I19,0.4125,94085
333614702,23,167,I22,0.6996,80534
386934550,3,11,I27,0.7194,33137
362035537,48,20,I12,0.1774,18901
204477184,5,13,I27,0.2785,19102
818722,20,11,I14,-0.6632,28570
745696,25,11,,-0.2816,53593
335693685,30,13,I07,0.3485,08852
510074232,2,37,I11,0.5401,87110
585171877,27,17,I20,0.6770,92821
530814,7,7,I25,-0.6094,55811
334657042,22,185,I07,0.1056,60606
481292036,14,42,I25,0.4405,78626
330626297,4,17,I27,0.2401,28204
535779,14,18,I27,0.4893,35085
667251,10,6,I27,0.7381,94954
4361734,7,3,I27,-0.1124,55422
549179535,2,134,I25,0.8643,95670
155225034,5,45,I22,0.0709,48813
261080302,4,41,I12,0.1490,75070
407957444,9,9,I15,0.5411,90010
530043639,23,310,I01,0.7289,29464
222553572,5,3,I27,0.8078,95361
638348,14,5,I12,-0.0671,48439
685172485,11,38,I11,0.5768,11042
576189802,2,4,I09,0.4125,95054
456106249,3,41,I20,-1.4770,27215
192184011,5,23,I24,-0.2305,67205
563739,35,84,I20,-0.8657,27263
369955220,20,371,I25,0.3446,14048
429784381,26,13,I12,0.8276,84312
482167,9,14,I22,0.1945,07901
95094857,22,2653,I20,0.1787,77380
536867,22,96,I27,0.3200,37211
496353793,2,15,I15,0.4721,80127
617946,23,161,I27,-1.4814,31313
756164,16,12,I27,0.5768,11576
178029729,5,14,I27,-1.2933,18255
612130689,1,12,I09,0.3849,48103
727162,8,13,I11,-0.0594,17545
591113503,2,34,I20,1.4327,04841
476720415,3,41,I20,0.3200,37207
52404027,6,15,I21,0.2147,63052
669048,28,2,I23,0.4510,39083
827072,9,112,I26,0.6201,11205
26117989,7,12,I13,0.3849,48105
284090694,4,50,I27,0.7062,30033
653701,9,13,I20,-0.6146,60901
383798612,3,12,I23,-0.7147,56374
248251830,5,29,I27,0.8537,94538
631788403,1,8,I27,0.5411,91016
120667709,6,12,I14,-0.2745,22630
465268107,30,81,I25,0.7661,04330
639822,7,3,I20,-0.4683,29730
509082,29,21,I20,0.5411,91340
726473,14,5,I27,-0.3407,31405
557632,11,38,I27,0.1530,98021
510013869,2,10,,0.1490,75013
684900,7,18,I02,0.2370,19046
166993227,5,7,I27,-0.1254,36801
790301,15,35,I17,0.1965,55362
531504,23,46,I09,-0.0555,02108
475420661,16,138,I01,0.6770,92822
116283482,6,10,I20,0.1648,21801
278755981,4,53,I20,0.4754,34203
166162736,5,19,I24,-1.0430,71601
814912,26,2,I12,0.2225,21133
690363,15,14,I25,-0.3161,58103
444234049,3,20,I13,-0.3488,73103
615816,20,8,I23,0.0246,70435
654789963,1,17,,-0.3821,03071
495112654,2,31,I12,0.2514,33908
850726,14,5,I13,0.1056,60606
611439,11,18,I26,?,79080
453565,18,15,I11,0.2923,20016
744006,8,11,I19,0.3494,10994
574713,21,4,I22,0.1056,60010
666689796,19,686,I22,0.2394,02780
162527119,12,17,I24,0.3918,10001
318779946,4,15,I22,0.7075,33009
674553990,10,54,I27,0.0034,48706
396209435,3,7,I25,0.5411,23224
486091403,10,329,I04,0.3918,10022
350568781,17,26,,0.5411,90245
224154496,5,48,I26,0.3196,48763
178847683,21,15,I18,-0.2305,67202
600454,8,43,I27,0.4454,93110
643480,9,1,I11,0.6887,96816
693647,32,205,I25,-0.7607,28655
528169,8,37,I27,0.3866,55106
151099490,8,73,I20,0.7132,49512
487108087,18,6,I02,-0.1249,78212
808933,18,4,I27,-0.0555,02111
562209,15,2,,0.3918,10021
116109708,6,220,I27,0.2785,19125
867744,23,92,I24,0.5768,11556
653519,13,27,I13,0.4868,97240
207214243,5,9,I26,-0.2097,15213
785106,14,3,I07,0.0966,61820
279816358,22,19,I20,-0.0801,07866
355865773,4,32,I20,-0.2462,53089
548324955,2,10,I27,?,05404
694425,26,10,I22,-0.7015,07832
628048862,24,18,I07,0.5411,90024
373783183,4,3,I15,0.4125,95008
602293832,1,382,I27,0.4332,20170
691929,7,10,I16,0.7450,80210
455479932,28,31,I07,-0.1406,60123
361747810,3,28,I11,-0.6033,54301
179171457,5,20,I24,-0.5159,62568
686777608,11,28,I12,0.4721,80033
526438,10,856,I27,0.4294,48161
132153394,6,3,I12,-0.3488,73114
315474126,23,41,,1.6226,57078
489904,26,32,I25,-0.7327,05855
401217835,3,9,I20,-0.6843,97702
455477662,14,33,I23,-0.0802,01566
540227,21,3,I09,0.2401,28211
780745,8,5,I23,0.2229,38128
706881,10,24,I27,0.4868,97233
580160521,2,3,I22,0.5411,91311
519720,10,423,I20,-0.1201,29301
378153837,3,15,I14,0.2372,46304
699496,25,13,I27,-0.7147,56302
486615,7,37,I19,-0.4972,28659
538827,13,2,I15,0.3171,47404
648031572,1,57,,-0.7771,56082
640337,12,7,I13,-0.3986,74105
701418482,1,31,,0.0397,37421
655180259,2,17,,0.4454,93101
516757726,24,9313,I25,1.4919,30066
533889490,2,9,,0.6407,29560
806675,8,6,I07,?,07004
589599317,5,626,I02,0.4985,34237
636565,22,780,I27,1.2942,92243
448861,21,12,I21,1.0332,66502
106833083,8,13,I24,0.3102,77478
838089,10,14,I23,-0.3338,56510
188033295,33,118,I15,-0.4492,17011
669264,29,1,I20,0.4352,43040
654549599,20,107,I27,0.8399,12305
506666,28,78,I20,0.3849,48198
125889685,7,13,I27,0.3413,78703
514224511,2,13,I22,-0.8657,27260
497439,32,9,I18,-1.2104,76301
844601,28,24,I14,0.3918,10023
655765,23,32,,0.1815,60139
650536811,1,14,I20,-0.2378,02148
439626132,9,82,I26,-0.9234,75482
369379733,4,24,I12,0.6907,48033
513469,20,4,I27,0.7024,84010
674848,35,126,I13,0.2923,20036
559381156,11,141,I15,0.9125,80228
748972,11,16,I02,-0.0498,23606
786529,7,113,I20,-0.1778,18013
463437638,3,23,I27,-0.2816,53562
637530757,31,945,I07,-0.2378,01887
729977,9,4,I11,0.1011,77002
13633716,7,15,I27,-0.3000,50613
673928,7,34,I27,-0.0188,01841
589655676,2,33,,0.2884,66215
437800705,6,114,I25,-1.1068,75833
141215312,6,30,,0.0306,53076
377702209,3,53,,0.2923,20002
618892959,16,290,I27,-0.3529,05149
93953083,6,88,I22,0.1789,65807
417550757,3,4,I09,-1.0853,35741
849079,15,545,I20,-0.7762,57032
370144379,3,33,I27,-0.4376,02907
528181,8,15,I19,0.8380,34601
530918860,10,17,I25,-0.7351,54728
493784011,2,11,I27,0.2259,21012
579636,21,11,I22,0.1815,60148
409607788,3,8,I11,0.1815,60561
442212,14,10,I23,0.6136,44708
542632189,31,14,I12,0.3493,19063
38782477,20,9,I26,-1.0828,24739
683456,14,8,I14,0.1056,60628
188580053,33,315,I01,0.8472,44052
762961,9,8,,0.1056,60611
529598990,2,64,I25,0.4789,32701
470542500,3,17,I11,0.2651,95988
266555198,4,38,I19,-0.1424,60085
664434010,1,17,,-0.4309,35209
242940888,10,20,I20,0.4125,94086
462359602,3,3,I09,0.4332,20190
400930297,3,28,I20,-0.2625,76028
446637659,3,3,I20,0.2052,45249
476794,8,2,I13,0.1011,77027
298518247,4,12,I12,0.6907,48341
508454085,2,10,I27,-0.3405,52233
523368,12,22,,0.4552,97301
364536713,23,228,I18,0.1588,21750
474429057,2,19,I27,0.1108,03801
758123,19,13,I20,0.0587,23504
348985610,15,43,I27,-0.9505,21601
574257,21,14,I22,-0.4276,35007
344105448,30,55,I07,0.3866,55101
537946841,9,56,I17,-0.1059,76446
474603256,3,10,I26,-0.7957,36582
78133254,6,4,I19,-0.3392,72019
630598800,31,49,I13,-0.0333,06106
144946779,21,148,I23,-0.6146,60914
530493,12,23,I27,-0.1124,55344
503279,17,4,I12,0.4096,45459
550465,12,98,I01,-0.6509,76701
486233,26,37,I22,-0.6589,04122
584643152,2,153,I07,-0.7052,38668
560090283,18,47,I21,0.7062,30030
480066,25,3,I12,0.5411,90036
736049,21,1004,I23,0.0858,28027
439729236,3,105,I02,-0.2816,53711
677137318,2,45,,0.6907,48012
720465,23,30,I25,0.1945,07016
321061830,4,42,I20,0.6859,48035
165169566,5,15,I09,0.4332,22042
382845020,3,10,I20,-0.5912,75979
514466289,7,96,I25,0.5411,90670
547252,19,11,I13,-0.2378,02142
275302289,4,14,I26,1.2566,93638
594272914,2,18,I13,-0.2097,15219
517614,26,22,,-0.7319,25311
500027,13,32,I10,-0.2378,02472
704693202,5,15,,-0.2369,48836
449857114,3,10,I16,-0.4240,93401
512415588,2,49,I23,1.0284,30354
393466454,14,78,I19,0.2882,68462
580450,23,15,I11,0.4332,22031
167396372,5,8,I07,0.5411,90025
140931704,28,59,I19,0.5821,46204
825719,10,111,I27,-0.2378,02467
591815,16,36,I16,-0.2378,02467
52180990,6,17,I09,0.1815,60563
108697244,6,30,I27,0.4264,37863
579926766,2,427,I27,1.3621,94534
414751057,3,35,I14,0.5411,90024
642239,23,14,I20,-0.2097,15222
37654327,19,200,I25,0.6770,92706
755092,7,4,I25,0.7194,33134
725443,7,14,I27,-0.2294,58318
439766,10,19,I12,0.5411,91011
311877309,4,26,I02,0.0561,53221
439814790,27,16,I13,0.3793,07712
687376,9,5,I11,-0.3704,59911
791438,31,2,I16,0.5411,23225
495193262,2,753,I25,0.1490,75034
502585,7,5,I27,0.9913,95603
408315057,3,20,I23,-0.2097,15090
619056373,1,9,I23,-0.5370,58504
231231398,5,28,I27,-1.1482,87553
621044,32,14,I21,0.5768,11003
583120,17,46,I27,-0.2453,19602
699116,17,18,I19,0.3749,75081
445195,13,5,I09,-0.3407,31405
185253750,5,12,I24,-0.2253,17756
672882,18,122,I14,0.4628,13021
441078406,3,122,I19,-0.2453,02171
650430180,1,13,,-0.1201,29334
461417088,4,28,I20,0.7075,33309
170753615,5,21,I20,0.1211,13601
353373425,18,5,I27,0.1056,60630
567668,12,10,I27,0.3918,10018
239909251,22,2,I11,0.2923,20036
660146,21,61,I27,0.4985,34236
270027946,4,22,I27,0.6423,98421
452126057,3,6,I13,0.5957,93001
728163,20,22,,0.6887,96819
815575,34,81,I20,0.1056,60619
583323915,2,536,I26,-0.1249,78154
569182107,2,24,I20,0.9627,49464
150117909,12,26,I02,-0.0555,02115
752298,25,28,I07,0.4187,20781
642289,11,9,I19,0.2099,43055
581378,39,45,I22,0.1108,03862
468632,7,146,I15,0.3485,07733
631463126,1,5,I20,0.4496,94063
820252,27,2,I16,-0.7607,28655
617160,26,8,I15,?,02056
636119045,7,81,I25,0.8028,68822
793827,7,11,I07,-0.4147,58801
547140903,5,39,I11,-0.8657,27377
771756,8,9,I11,0.5405,45140
433513,36,76,I20,-0.4101,50644
458959,22,10,I16,0.7075,33024
563903,18,51,I25,-0.2462,53005
287639249,4,50,I24,0.6907,48334
384740509,3,53,I09,0.2946,07470
446579921,3,20,I11,0.1055,23601
724950,30,21,I17,-0.3416,18104
676129828,6,34,,-0.0802,01561
493784,12,2,I27,0.2920,85215
233594711,5,271,I25,0.5766,43223
696570,12,3,,-0.2264,50266
237810988,5,19,I24,0.7075,33021
183605204,5,58,I02,-0.1124,55111
596651733,1,16585,,-0.1124,55455
155103821,8,30,I19,0.6907,48331
501323,37,3,I27,0.0983,08035
366245477,10,17,I18,-0.4896,70555
136747295,25,21,I09,0.4844,14850
614190485,1,53,I23,0.5411,90254
476879,12,2,I02,-0.2378,02458
384909405,16,1921,I26,0.5411,90242
199975677,5,13,I24,0.7132,49503
374642250,4,9,I22,0.5411,91748
437447649,4,43,I22,0.0558,94124
436252,11,11,I02,-0.7166,83607
601399419,1,13,I22,1.0284,30297
548957939,2,2,,0.5411,91789
565165277,2,53,I20,0.5411,90249
477319,21,200,I20,-0.5430,75766
553191,24,46,I27,0.6770,92604
233302699,6,66,I15,0.6907,48083
150655038,5,15,I27,0.5411,91321
355253517,4,34,I14,0.2923,20036
801544,13,8,I07,-0.6440,68516
555908015,2,29,I26,0.2819,23226
817214,20,9,I13,-0.2127,53092
439885,25,20,I22,0.7075,33312
32517543,7,2,I20,0.4645,95357
759241,32,18,I24,-0.0555,02110
583875472,15,26,I07,-0.1124,55426
854787,32,25,I13,0.7379,14901
668789919,1,41,,0.3749,75201
483654,16,29,I22,-0.1704,27607
455284190,7,18,I27,0.3418,28374
79008346,6,31,I21,-0.1175,84078
647310,7,17,I20,-0.4817,57301
667268,25,22,I13,0.7706,48823
374113802,3,2629,I23,0.7450,80112
537283471,2,459,I27,0.5411,91362
650353769,14,20,,0.2965,20878
460061700,28,3,I12,-0.4004,17406
762443,20,34,I26,0.4622,32115
2007791,26,80,I27,0.5411,91101
774366,22,29,I26,0.3338,37321
521807791,12,474,I26,-1.1893,76401
703215892,1,4,,0.7577,94520
180051255,5,73,I27,0.1011,77084
684037,25,3,,0.1787,77387
162785635,31,9,I07,0.6106,48609
665796,21,2,I27,0.8253,44106
743162,22,9,I24,-0.6094,55811
555160,23,18,,0.6770,92614
216919043,5,18,I13,0.5411,90210
543717,16,42,I13,0.3918,10022
506952501,2,1355,I27,0.2014,06825
628683047,1,10,I11,0.4125,95126
868987,20,157,I11,0.8537,94612
88831961,6,19,I20,0.6438,62626
671113,12,6,I20,-0.4071,46737
847854,9,13,I20,0.6770,92802
160967234,5,43,I20,0.3102,77494
464241,12,10,I10,0.3849,48108
450933583,6,1162,,0.0558,94133
552595,12,2,I11,0.1056,60010
762093,12,11,,0.3918,10065
666467,31,4,I21,0.6907,48075
5043360,7,11,I23,0.7381,95401
81948013,6,25,I22,-0.0050,59102
412148572,28,22,I20,-0.2462,53189
496069558,2,2,I20,0.3413,78756
666416338,1,12,,-0.5999,04002
650279604,1,29,I22,0.2401,28217
696845,8,14,I21,-0.4178,29577
539792582,2,7,I12,0.6648,14221
389711552,3,43,I01,0.8190,30327
630844,16,37,I26,0.6421,56161
622819467,3,39,I27,0.3873,76049
706906,30,10,I20,0.2912,45133
663420,17,17,I13,0.4338,03301
698711075,6,14,,-0.1242,07481
762033,9,20,I19,0.4187,20735
716653,8,21,I20,0.0000,43326
302860266,4,63,I20,0.1427,54871
392441047,3,23,I12,-0.1118,20602
508477350,2,16,I22,-0.1124,55374
707680,27,2,I16,0.3749,75006
712944,22,20,I22,0.3493,19061
413998489,3,21,I26,0.6284,92105
399168232,3,71,I25,-1.4952,56464
638239,10,3,I27,0.4496,94404
518290,9,78,I24,0.4125,95051
303665314,17,725,I27,0.4868,97232
170139179,5,18,I15,-0.0555,02210
168505337,25,4005,I22,0.5516,11356
720456,10,48,I12,0.1055,23601
442024,11,32,I20,0.9820,04401
508381,10,2,I20,-0.4004,17401
645827,17,2,,0.6369,37062
313212935,4,4,I24,-0.0555,02129
70469397,6,2,,0.4010,28117
111484776,6,18,I27,-0.1124,55415
676073,35,24,I27,0.7062,30338
193145947,5,77,I24,0.1011,77056
454106,13,65,,0.4646,83405
630620073,1,4,,0.5411,91748
44636182,6,20,I14,0.6297,22314
596478911,2,4,I12,0.5957,93065
800886,24,3,I23,0.4648,33403
275568708,23,28,I11,0.7289,29403
582698,24,2,I22,-0.9505,21601
853800,20,20,I27,0.2401,28226
459204958,3,10,I15,0.8821,30047
868642,11,20,I02,0.4868,97220
192455693,5,6,,0.3918,10022
303005963,6,18,I24,0.1056,60661
701067,27,23,I17,-0.6094,55804
398314272,3,26,I23,-0.4495,16441
180533214,5,5,I02,0.6996,80550
466647594,3,4,I14,-0.6589,04101
442145,15,49,I09,-0.3416,18106
449961,7,18,I27,0.5405,45140
836585,21,10,I19,-0.2453,02026
831770,25,24,I07,-0.2264,50266
816578,14,35,I23,0.0031,19320
743682,12,1,I27,0.1805,76016
263985603,26,19,I13,0.1805,76102
665582812,25,209,I22,0.3866,55128
326213006,4,3,I27,-0.1841,82932
608704,27,11,I07,0.1007,63124
558134121,2,17,,-0.0801,07035
592189181,11,11,I20,0.6886,83450
171972921,6,64,I23,0.3749,76051
668271319,1,22,,0.3394,68114
466491,9,5,I22,0.2225,21117
705827515,1,59,,0.7194,33126
547886434,2,17,I23,0.7062,30030
460342486,14,58,I21,-0.2278,19720
720856,14,11,I22,0.2884,66211
262746193,28,12,I02,0.2946,07470
853629,30,24,I16,0.0000,43764-0190
656296,10,9,,0.3918,10022
626318,18,41,,0.6648,14202
729085,22,22,I23,0.2014,06902
210062881,5,24,,0.4125,95054
602566,9,39,I27,0.1056,60008
683832,16,25,I23,-0.0710,01088
599657,9,88,I27,0.2465,45202
666326453,31,40,,0.5766,43228
52221627,6,10,I22,-0.2294,62895
334992380,4,2,,0.9968,91764
460701,8,8,I24,-0.2378,02149
651074,24,28,I20,-0.0188,01826
540084,10,13,I27,0.4868,97205
516108,7,23,I19,-0.1424,60031
493973011,2,35,I23,-0.4570,68850
495464,30,81,I22,-0.6413,82601
655381506,1,7,,0.1790,06488
91058884,6,7,I25,0.5027,96002
677513,18,16,I12,0.5792,27834
717165,27,15,I12,1.2290,37311
348052441,4,4,I07,?,58352
820800,23,156,I27,1.2564,48804
684535,11,42,I22,0.2468,98902
350803465,4,11,I20,0.3485,08872
869129,22,11,I27,-0.0661,21157
625970883,1,38,,0.5411,90212
549443787,2,92,,0.1750,20166
681515,10,14,I27,0.7075,33316
678584,22,257,I22,?,04106
455028025,7,10,I12,0.2920,85258
93081296,6,19,I02,-0.0188,01960
778421,23,118,I11,0.3866,55108
659936,36,34,I13,-0.5629,74103
596931,15,10,I26,-0.2278,19711
224584449,5,39,I12,-0.0624,61615
633273,17,2,I15,0.7577,94596
464243,32,2,I22,0.4542,11740
490702,26,121,I11,0.3918,10016
641082108,1,51,,0.3984,95380
235708507,20,12,I27,0.7379,14901
224486753,5,34,I24,-0.5353,05641
359814780,4,86,I09,0.6297,22314
507752710,22,109,I23,-0.2378,01803
683845368,1,18,,0.8821,30096
707579959,1,12,,-0.7559,27025
734168,20,6,I25,-0.0188,01915
757159,7,12,,0.4731,33578
190830346,8,10,I10,0.1815,60517
277150756,4,60,I05,0.2965,20879
662173948,24,697,I14,0.4332,22030
552700016,2,11,I24,0.5411,90067
475443579,3,13,I27,-0.0574,15601
219340614,5,20,I27,0.2468,42431
